Borough,Ward,Geog level,Constituency,Area Code,Turnout,,,London Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London Member,,,,,,,,,,,,,,,,,,,Constituency Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1st choice,,,,,,,,,,,,,1st choice spoils,,,,,,2nd choice,,,,,,,,,,,,,2nd choice spoils,,,,Total Good,,,,,,,,,,,,,Spoils,,,,,,Total good,,,,,,,,,,,,,Spoils,,,,,,Candidate names,,,,,,,,,,,
Redbridge,Chadwell,Ward,Havering & Redbridge,E05000498,"3,481","8,578",41%,Sadiq Aman Khan - Labour Party,1758,1059,118,85,157,20,74,52,16,5,51,7,3402,0,0,25,4,50,79,541,396,443,301,310,60,280,85,68,50,197,28,2759,639,3,1,643,34,59,14,101,64,823,147,1746,83,10,280,64,3425,0,0,34,1,21,56,1927,865,182,115,333,,,,,,,,3422,0,0,46,0,11,57,Ivana Bartoletti,Keith Anthony Prince,Lee Burkwood,Ian Victor Sanderson,Lawrence James Webb,,,,,,,
Redbridge,Church End,Ward,Havering & Redbridge,E05000499,"3,433","7,360",47%,Zac Goldsmith - The Conservative Party,1211,1446,219,238,86,5,38,23,31,4,67,7,3375,1,0,30,1,25,57,382,334,724,597,371,41,111,74,99,33,243,31,3040,334,0,1,335,31,44,9,332,38,1210,302,1055,37,12,220,114,3404,0,0,19,3,6,28,1124,1256,324,445,241,,,,,,,,3390,0,0,38,1,4,43,Ivana Bartoletti,Keith Anthony Prince,Lee Burkwood,Ian Victor Sanderson,Lawrence James Webb,,,,,,,
Redbridge,Clayhall,Ward,Havering & Redbridge,E05000500,"4,065","8,587",47%,Sadiq Aman Khan - Labour Party,1851,1730,91,86,62,8,72,21,27,14,30,6,3998,0,0,19,2,45,66,528,576,567,391,241,31,450,70,98,63,208,27,3250,747,0,1,748,19,24,11,100,34,1537,109,1843,128,13,145,73,4036,0,0,16,0,13,29,2006,1626,145,111,141,,,,,,,,4029,0,0,30,2,4,36,Ivana Bartoletti,Keith Anthony Prince,Lee Burkwood,Ian Victor Sanderson,Lawrence James Webb,,,,,,,
Redbridge,Clementswood,Ward,Havering & Redbridge,E05000501,"3,278","8,193",40%,Sadiq Aman Khan - Labour Party,2217,600,80,49,48,13,110,22,21,12,27,7,3206,0,0,24,4,44,72,725,356,343,165,95,33,418,47,54,48,154,28,2466,733,2,5,740,16,29,16,45,24,493,91,2230,132,11,78,43,3208,0,0,44,2,24,70,2342,529,147,83,106,,,,,,,,3207,0,0,53,0,17,70,Ivana Bartoletti,Keith Anthony Prince,Lee Burkwood,Ian Victor Sanderson,Lawrence James Webb,,,,,,,
Redbridge,Cranbrook,Ward,Havering & Redbridge,E05000502,"3,566","8,110",44%,Sadiq Aman Khan - Labour Party,1990,1097,100,65,33,7,93,27,27,7,42,4,3492,0,0,28,5,39,72,580,423,439,287,150,25,509,47,66,45,156,24,2751,738,0,3,741,20,30,15,89,27,1017,119,1883,177,5,93,59,3534,0,0,15,2,14,31,1993,1138,189,88,114,,,,,,,,3522,0,0,31,1,12,44,Ivana Bartoletti,Keith Anthony Prince,Lee Burkwood,Ian Victor Sanderson,Lawrence James Webb,,,,,,,
Redbridge,Fairlop,Ward,Havering & Redbridge,E05000503,"3,121","7,895",40%,Zac Goldsmith - The Conservative Party,1045,1505,119,101,156,18,35,40,13,4,31,16,3083,0,0,7,4,27,38,338,385,427,348,412,53,131,103,72,37,164,27,2497,583,2,1,586,34,57,27,103,39,1283,135,1018,39,8,297,53,3093,0,0,22,1,5,28,1115,1351,152,117,345,,,,,,,,3080,0,0,35,0,6,41,Ivana Bartoletti,Keith Anthony Prince,Lee Burkwood,Ian Victor Sanderson,Lawrence James Webb,,,,,,,
Redbridge,Fullwell,Ward,Havering & Redbridge,E05000504,"3,436","7,954",43%,Zac Goldsmith - The Conservative Party,1352,1486,105,110,126,23,56,35,26,4,35,15,3373,0,1,15,1,46,63,431,422,438,344,395,54,215,89,83,48,191,30,2740,630,3,0,633,30,42,37,123,26,1291,140,1325,58,6,252,58,3388,0,0,31,1,14,46,1462,1345,174,117,293,,,,,,,,3391,0,0,36,0,9,45,Ivana Bartoletti,Keith Anthony Prince,Lee Burkwood,Ian Victor Sanderson,Lawrence James Webb,,,,,,,
Redbridge,Goodmayes,Ward,Havering & Redbridge,E05000505,"3,306","7,897",42%,Sadiq Aman Khan - Labour Party,1976,796,95,79,67,12,84,28,22,7,36,8,3210,0,0,31,11,53,95,538,384,370,245,144,40,425,54,69,48,169,25,2511,696,2,1,699,30,34,12,78,44,658,104,1978,114,9,125,67,3253,0,0,34,1,15,50,2143,687,158,104,153,,,,,,,,3245,0,0,45,3,13,61,Ivana Bartoletti,Keith Anthony Prince,Lee Burkwood,Ian Victor Sanderson,Lawrence James Webb,,,,,,,
Redbridge,Hainault,Ward,Havering & Redbridge,E05000506,"2,641","7,807",34%,Zac Goldsmith - The Conservative Party,899,1072,102,66,239,30,43,59,16,6,30,17,2579,0,0,7,5,50,62,268,299,324,232,383,82,125,128,94,27,154,25,2141,435,2,1,438,31,68,49,88,36,786,111,904,47,13,432,59,2624,0,0,9,0,6,15,1006,880,161,79,490,,,,,,,,2616,0,0,21,0,2,23,Ivana Bartoletti,Keith Anthony Prince,Lee Burkwood,Ian Victor Sanderson,Lawrence James Webb,,,,,,,
Redbridge,Loxford,Ward,Havering & Redbridge,E05000507,"3,427","8,574",40%,Sadiq Aman Khan - Labour Party,2427,540,97,38,33,23,96,38,21,9,27,8,3357,0,0,17,8,45,70,667,336,291,178,106,34,461,44,56,36,144,20,2373,978,1,5,984,15,30,25,56,36,438,104,2461,115,11,61,33,3385,0,1,29,1,11,42,2602,475,150,63,87,,,,,,,,3377,0,0,37,0,13,50,Ivana Bartoletti,Keith Anthony Prince,Lee Burkwood,Ian Victor Sanderson,Lawrence James Webb,,,,,,,
Redbridge,Mayfield,Ward,Havering & Redbridge,E05000508,"3,594","8,354",43%,Sadiq Aman Khan - Labour Party,1968,1039,98,57,97,18,123,32,27,10,34,2,3505,0,0,26,2,59,87,640,394,410,232,235,40,461,86,60,47,196,16,2817,684,4,0,688,19,34,18,66,49,866,122,2012,161,1,150,45,3543,0,0,25,1,24,50,2234,890,159,68,200,,,,,,,,3551,0,0,32,1,10,43,Ivana Bartoletti,Keith Anthony Prince,Lee Burkwood,Ian Victor Sanderson,Lawrence James Webb,,,,,,,
Redbridge,Monkhams,Ward,Havering & Redbridge,E05000509,"3,384","6,729",50%,Zac Goldsmith - The Conservative Party,791,2015,148,156,102,3,25,16,10,3,55,4,3328,0,0,18,5,33,56,276,349,579,534,514,39,91,82,72,35,230,24,2825,501,1,1,503,22,30,9,215,34,1800,229,650,34,12,223,86,3344,0,0,22,5,13,40,709,1918,233,244,238,,,,,,,,3342,0,0,34,1,6,41,Ivana Bartoletti,Keith Anthony Prince,Lee Burkwood,Ian Victor Sanderson,Lawrence James Webb,,,,,,,
Redbridge,Newbury,Ward,Havering & Redbridge,E05000510,"4,406","9,931",44%,Sadiq Aman Khan - Labour Party,2568,1234,149,83,62,10,90,33,30,13,46,7,4325,0,0,22,15,44,81,812,510,549,338,197,47,484,69,91,85,243,31,3456,865,1,3,869,11,27,20,93,49,1037,165,2583,144,8,122,69,4328,0,0,54,2,20,76,2781,1081,210,126,144,,,,,,,,4342,0,1,47,0,16,64,Ivana Bartoletti,Keith Anthony Prince,Lee Burkwood,Ian Victor Sanderson,Lawrence James Webb,,,,,,,
Redbridge,Postal Votes - Redbridge,Postal,Havering & Redbridge,E09000026 (Postal),"18,006","27,650",65%,Zac Goldsmith - The Conservative Party,7131,7638,543,597,761,78,425,286,69,38,235,68,17869,1,11,53,5,67,137,2577,2285,2420,2360,1953,292,1514,836,308,217,1171,170,16103,1741,3,22,1766,145,370,84,654,177,6490,654,7191,487,68,1232,363,17915,0,2,41,2,32,77,7834,6944,907,743,1483,,,,,,,,17911,0,5,63,1,11,80,Ivana Bartoletti,Keith Anthony Prince,Lee Burkwood,Ian Victor Sanderson,Lawrence James Webb,,,,,,,
Redbridge,Roding,Ward,Havering & Redbridge,E05000511,"3,790","7,455",51%,Sadiq Aman Khan - Labour Party,1620,1392,165,235,127,15,51,24,21,3,42,18,3713,0,0,27,6,44,77,506,377,646,612,335,47,168,83,74,35,252,26,3161,552,0,0,552,34,35,19,373,50,1118,205,1527,61,10,235,75,3742,0,0,38,0,8,46,1608,1134,209,504,281,,,,,,,,3736,0,0,45,1,5,51,Ivana Bartoletti,Keith Anthony Prince,Lee Burkwood,Ian Victor Sanderson,Lawrence James Webb,,,,,,,
Redbridge,Seven Kings,Ward,Havering & Redbridge,E05000512,"3,703","8,784",42%,Sadiq Aman Khan - Labour Party,2166,963,131,88,64,20,75,35,31,11,32,7,3623,0,1,26,3,50,80,657,414,410,273,193,32,425,66,78,51,207,34,2840,776,4,3,783,22,31,15,90,33,764,148,2213,106,7,151,57,3637,0,0,41,0,25,66,2367,800,204,104,170,,,,,,,,3645,0,0,50,0,8,58,Ivana Bartoletti,Keith Anthony Prince,Lee Burkwood,Ian Victor Sanderson,Lawrence James Webb,,,,,,,
Redbridge,Snaresbrook,Ward,Havering & Redbridge,E05000513,"3,686","7,482",49%,Zac Goldsmith - The Conservative Party,1427,1496,257,203,75,9,40,25,18,5,69,4,3628,0,0,21,4,32,57,441,351,783,535,326,47,155,66,91,36,305,26,3162,466,0,0,466,34,38,16,258,30,1311,350,1240,48,14,173,138,3650,0,0,27,0,9,36,1403,1406,395,241,196,,,,,,,,3641,0,0,39,1,4,44,Ivana Bartoletti,Keith Anthony Prince,Lee Burkwood,Ian Victor Sanderson,Lawrence James Webb,,,,,,,
Redbridge,Valentines,Ward,Havering & Redbridge,E05000514,"3,403","8,083",42%,Sadiq Aman Khan - Labour Party,2166,725,119,50,40,13,121,23,21,6,38,15,3337,0,0,28,0,38,66,604,395,423,258,126,18,530,53,76,39,177,25,2724,610,1,2,613,26,27,9,72,37,612,147,2064,197,10,81,77,3359,0,0,28,2,14,44,2278,677,201,103,101,,,,,,,,3360,0,0,32,0,11,43,Ivana Bartoletti,Keith Anthony Prince,Lee Burkwood,Ian Victor Sanderson,Lawrence James Webb,,,,,,,
Redbridge,Wanstead,Ward,Havering & Redbridge,E05000515,"4,132","7,578",55%,Sadiq Aman Khan - Labour Party,1808,1502,269,174,108,9,38,19,37,3,91,7,4065,0,0,19,2,46,67,457,331,1026,519,395,45,178,77,102,44,388,24,3586,478,1,0,479,32,30,17,242,28,1225,373,1607,63,19,275,183,4094,0,0,27,2,9,38,1835,1335,382,250,287,,,,,,,,4089,0,0,35,1,7,43,Ivana Bartoletti,Keith Anthony Prince,Lee Burkwood,Ian Victor Sanderson,Lawrence James Webb,,,,,,,
Lambeth,Bishop's,Ward,Lambeth & Southwark,E05000416,"2,418","8,536",28%,Sadiq Aman Khan - Labour Party,1136,546,198,247,81,8,46,19,16,4,64,4,2369,0,0,10,3,36,49,414,182,505,432,132,19,84,31,68,24,212,18,2121,248,0,0,248,24,24,9,334,23,426,262,995,39,12,129,106,2383,0,0,25,0,10,35,1084,475,266,380,150,10,,,,22,,,2387,0,0,24,3,4,31,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,Brixton Hill,Ward,Lambeth & Southwark,E05000417,"4,289","10,205",42%,Sadiq Aman Khan - Labour Party,2605,650,497,161,48,8,29,20,37,9,150,10,4224,0,0,27,0,38,65,834,248,1232,461,107,16,119,44,152,46,514,27,3800,422,0,2,424,34,19,13,242,38,542,761,2183,36,26,83,267,4244,0,0,26,1,10,37,2400,576,814,308,84,19,,,,37,,,4238,0,0,34,3,9,46,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,Clapham Common,Ward,Lambeth & Southwark,E05000418,"3,308","8,163",41%,Sadiq Aman Khan - Labour Party,1498,1153,251,175,20,8,18,8,30,3,95,8,3267,0,0,18,2,21,41,533,282,763,518,148,13,68,25,100,30,357,31,2868,398,1,0,399,33,18,4,261,17,1130,358,1198,20,11,56,167,3273,0,0,25,2,7,34,1304,1206,383,298,51,9,,,,12,,,3263,0,0,32,3,7,42,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,Clapham Town,Ward,Lambeth & Southwark,E05000419,"3,488","9,144",38%,Sadiq Aman Khan - Labour Party,1742,1006,251,176,37,5,35,23,39,10,105,2,3431,0,0,25,1,30,56,571,271,808,536,160,20,118,29,115,32,319,22,3001,429,0,1,430,30,22,4,251,27,913,407,1468,37,16,78,189,3442,0,0,37,1,8,46,1602,1007,434,278,79,11,,,,15,,,3426,0,0,52,0,9,61,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,Coldharbour,Ward,Lambeth & Southwark,E05000420,"3,332","10,524",32%,Sadiq Aman Khan - Labour Party,2305,301,320,102,22,10,33,23,23,4,101,2,3246,0,0,37,1,48,86,716,150,734,274,55,19,137,25,144,35,283,15,2587,656,2,1,659,28,24,9,129,25,246,437,2144,36,15,38,148,3279,0,0,34,3,15,52,2213,271,540,171,39,16,,,,34,,,3284,0,1,31,4,12,48,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,Ferndale,Ward,Lambeth & Southwark,E05000421,"4,060","10,301",39%,Sadiq Aman Khan - Labour Party,2305,785,422,201,33,10,33,18,33,5,135,12,3992,0,0,31,0,37,68,825,300,1038,412,96,19,104,34,130,52,422,44,3476,515,0,1,516,33,25,15,273,24,699,621,1965,53,22,63,205,3998,0,0,45,1,14,60,2150,745,644,338,69,12,,,,33,,,3991,0,0,51,3,13,67,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,Gipsy Hill,Ward,Lambeth & Southwark,E05000422,"3,615","8,954",40%,Sadiq Aman Khan - Labour Party,2102,622,376,153,62,11,24,28,36,9,118,6,3547,0,1,21,0,46,68,653,232,1020,403,126,25,86,48,105,44,400,32,3174,371,2,0,373,29,29,13,209,39,522,581,1795,26,17,107,206,3573,0,0,26,1,14,41,1944,575,644,256,115,8,,,,28,,,3570,0,0,38,1,6,45,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,Herne Hill,Ward,Lambeth & Southwark,E05000423,"5,088","10,246",50%,Sadiq Aman Khan - Labour Party,3028,678,768,197,40,8,35,20,35,11,176,11,5007,0,0,25,4,51,80,950,274,1623,530,115,21,116,36,183,51,612,24,4535,471,0,1,472,35,23,19,298,40,553,1194,2397,37,20,82,353,5051,0,0,21,4,12,37,2555,622,1386,372,75,15,,,,31,,,5056,0,0,26,2,4,32,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,Knight's Hill,Ward,Lambeth & Southwark,E05000424,"3,726","8,929",42%,Sadiq Aman Khan - Labour Party,2254,632,311,157,66,8,32,25,42,3,104,16,3650,0,0,25,2,48,75,598,240,1005,432,137,22,126,49,126,39,367,18,3159,490,0,1,491,37,37,9,204,48,510,420,2039,45,15,118,203,3685,0,0,25,3,13,41,2177,590,484,264,114,13,,,,31,,,3673,0,0,38,2,12,52,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,Postal Votes - Lambeth,Postal,Lambeth & Southwark,E09000022 (Postal),"18,442","26,976",68%,Sadiq Aman Khan - Labour Party,8849,5437,1300,1142,350,58,248,166,122,24,491,93,18280,0,3,69,16,74,162,2939,1592,3932,3153,925,155,653,383,480,245,1788,199,16444,1829,3,4,1836,228,191,54,1508,168,4791,1929,7725,251,118,539,775,18277,0,5,97,9,27,138,8464,5212,2108,1708,533,93,,,,140,,,18258,0,1,118,4,16,139,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,Larkhall,Ward,Lambeth & Southwark,E05000425,"4,060","11,029",37%,Sadiq Aman Khan - Labour Party,2329,811,335,173,52,17,42,29,51,6,114,22,3981,0,0,29,4,45,78,735,327,904,468,134,22,160,52,132,49,375,28,3386,595,0,0,595,36,32,13,233,27,759,502,2056,48,29,76,188,3999,0,0,43,7,11,61,2214,795,550,305,85,21,,,,36,,,4006,0,0,40,2,12,54,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,Oval,Ward,Lambeth & Southwark,E05000426,"3,804","9,111",42%,Sadiq Aman Khan - Labour Party,2057,692,367,265,52,10,54,24,40,6,134,12,3713,0,0,37,2,52,91,740,260,825,583,111,22,99,45,128,34,358,32,3237,476,0,0,476,31,22,12,376,31,600,483,1807,51,23,89,215,3740,0,0,43,2,16,61,1944,683,512,453,101,15,,,,27,,,3735,0,0,45,6,11,62,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,Prince's,Ward,Lambeth & Southwark,E05000427,"4,217","7,438",57%,Sadiq Aman Khan - Labour Party,2311,814,318,316,79,24,46,26,30,9,155,8,4136,0,0,17,1,63,81,779,314,879,674,183,23,123,62,98,41,422,25,3623,513,0,0,513,34,29,21,402,24,713,444,2034,47,34,133,250,4165,0,0,34,2,13,49,2241,766,490,464,155,18,,,,29,,,4163,0,0,42,1,9,52,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,St Leonard's,Ward,Lambeth & Southwark,E05000428,"3,942","9,518",41%,Sadiq Aman Khan - Labour Party,2139,880,389,183,53,5,27,16,26,7,112,42,3879,0,0,27,2,30,59,590,315,1022,501,130,24,159,38,116,37,440,43,3415,461,0,3,464,30,21,11,252,40,738,689,1716,58,14,99,221,3889,0,0,36,3,13,52,1871,831,682,350,101,14,,,,30,,,3879,0,0,50,3,10,63,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,Stockwell,Ward,Lambeth & Southwark,E05000429,"3,753","9,285",40%,Sadiq Aman Khan - Labour Party,2126,746,312,199,38,17,45,23,31,5,116,10,3668,0,0,42,3,40,85,720,270,817,451,122,18,129,50,126,33,357,26,3119,548,0,1,549,30,30,18,265,46,620,460,1884,37,16,87,197,3690,0,0,42,4,17,63,2024,670,518,345,76,18,,,,28,,,3679,0,0,48,5,17,70,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,Streatham Hill,Ward,Lambeth & Southwark,E05000430,"4,153","9,535",44%,Sadiq Aman Khan - Labour Party,2272,815,427,267,51,13,46,20,41,8,114,11,4085,0,0,20,3,45,68,722,249,1105,648,143,18,137,38,126,47,398,29,3660,420,0,5,425,42,19,12,360,28,681,661,1899,54,15,90,232,4093,0,0,40,2,17,59,2031,723,702,501,88,16,,,,36,,,4097,0,0,42,1,11,54,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,Streatham South,Ward,Lambeth & Southwark,E05000431,"3,667","8,662",42%,Sadiq Aman Khan - Labour Party,2137,774,244,141,58,11,36,28,27,4,86,53,3599,0,0,24,0,43,67,636,314,734,445,173,30,211,53,114,48,300,40,3098,501,0,0,501,42,24,15,195,58,620,345,1951,51,13,135,168,3617,0,0,29,1,20,50,2148,675,356,254,139,16,,,,25,,,3613,0,0,46,1,7,54,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,Streatham Wells,Ward,Lambeth & Southwark,E05000432,"4,016","9,565",42%,Sadiq Aman Khan - Labour Party,2195,761,362,301,65,4,35,23,35,2,139,41,3963,0,0,25,1,27,53,683,324,971,693,127,20,127,30,132,41,364,31,3543,415,2,3,420,48,24,12,461,37,612,545,1810,38,28,113,239,3967,0,0,29,1,18,48,1982,668,584,565,121,19,,,,27,,,3966,0,0,39,0,10,49,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,Thornton,Ward,Lambeth & Southwark,E05000433,"3,613","8,151",44%,Sadiq Aman Khan - Labour Party,2051,884,255,138,54,12,23,23,24,4,69,9,3546,0,0,28,4,35,67,591,291,842,493,115,21,101,43,119,29,326,27,2998,545,2,1,548,27,24,15,207,30,817,401,1762,23,17,73,146,3542,0,0,56,1,12,69,1907,854,398,268,85,12,,,,15,,,3539,0,0,61,2,9,72,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,Thurlow Park,Ward,Lambeth & Southwark,E05000434,"4,108","8,601",48%,Sadiq Aman Khan - Labour Party,2248,826,409,223,71,11,40,20,41,7,139,12,4047,0,0,23,3,35,61,674,278,1179,526,166,20,116,55,104,33,426,21,3598,446,2,1,449,39,39,20,310,25,714,649,1833,41,22,136,234,4062,0,1,26,3,14,44,2029,810,683,352,146,14,,,,29,,,4063,0,0,29,5,7,41,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,Tulse Hill,Ward,Lambeth & Southwark,E05000435,"4,265","10,103",42%,Sadiq Aman Khan - Labour Party,2756,495,480,140,47,9,39,24,38,10,136,6,4180,0,0,31,1,53,85,871,227,1183,371,81,21,111,49,159,42,469,17,3601,578,0,1,579,29,23,9,194,32,391,756,2367,39,19,79,267,4205,0,0,41,2,17,60,2581,423,825,241,84,19,,,,34,,,4207,0,0,46,0,10,56,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Lambeth,Vassall,Ward,Lambeth & Southwark,E05000436,"4,082","9,867",41%,Sadiq Aman Khan - Labour Party,2451,653,381,214,39,7,48,27,49,9,138,2,4018,0,0,19,1,44,64,832,273,983,495,119,23,128,44,133,38,452,30,3550,465,2,1,468,49,33,14,282,45,558,556,2105,39,21,76,246,4024,0,0,31,1,23,55,2288,620,604,390,74,24,,,,30,,,4030,0,0,33,2,13,48,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Southwark,Brunswick Park,Ward,Lambeth & Southwark,E05000534,"3,505","8,232",43%,Sadiq Aman Khan - Labour Party,2191,395,416,177,33,17,20,11,28,8,111,4,3411,0,0,30,2,62,94,765,185,925,370,80,17,142,25,99,36,311,15,2970,441,0,0,441,33,23,14,238,47,292,582,1928,31,22,65,182,3457,0,0,32,0,13,45,2087,327,627,291,71,26,,,,22,,,3451,0,0,30,6,16,52,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Southwark,Camberwell Green,Ward,Lambeth & Southwark,E05000535,"3,537","8,910",40%,Sadiq Aman Khan - Labour Party,2363,402,292,133,64,18,40,30,37,8,84,5,3476,0,0,23,1,37,61,771,234,693,332,126,27,118,47,128,38,285,15,2814,660,0,2,662,37,29,25,165,37,281,403,2191,38,15,110,144,3475,0,0,39,1,22,62,2321,323,430,227,122,18,,,,39,,,3480,0,0,38,1,14,53,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Southwark,Cathedrals,Ward,Lambeth & Southwark,E05000536,"3,393","9,206",37%,Sadiq Aman Khan - Labour Party,1691,599,268,442,95,20,62,18,38,4,98,2,3337,0,0,12,1,43,56,593,263,654,665,136,30,124,47,98,27,266,18,2921,415,0,1,416,35,28,25,651,40,452,395,1330,60,19,146,182,3363,0,0,22,2,6,30,1476,503,381,794,154,14,,,,30,,,3352,0,0,32,4,5,41,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Southwark,Chaucer,Ward,Lambeth & Southwark,E05000537,"3,386","8,818",38%,Sadiq Aman Khan - Labour Party,1874,620,255,313,46,10,41,21,24,1,112,3,3320,0,0,19,4,43,66,653,246,625,613,109,21,130,30,102,28,304,18,2879,439,0,2,441,23,17,6,458,35,491,338,1624,44,17,105,197,3355,0,0,17,1,13,31,1731,508,384,575,118,13,,,,23,,,3352,0,0,25,1,8,34,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Southwark,College,Ward,Lambeth & Southwark,E05000538,"3,538","7,240",49%,Sadiq Aman Khan - Labour Party,1856,854,288,230,59,5,37,12,20,3,107,3,3474,0,0,32,1,25,58,620,269,828,555,145,18,94,31,75,40,343,27,3045,421,1,7,429,16,17,5,297,37,726,416,1663,32,11,87,192,3499,0,0,24,1,9,34,1843,801,411,335,84,15,,,,14,,,3503,0,0,30,0,5,35,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Southwark,East Dulwich,Ward,Lambeth & Southwark,E05000539,"4,022","8,223",49%,Sadiq Aman Khan - Labour Party,2166,714,413,333,53,12,33,14,23,3,181,7,3952,0,0,12,1,57,70,693,230,1026,740,116,19,90,35,107,37,491,25,3609,342,0,1,343,48,20,12,492,25,592,606,1711,34,20,94,323,3977,0,0,24,1,20,45,1912,645,671,621,98,10,,,,19,,,3976,0,0,32,3,11,46,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
Southwark,East Walworth,Ward,Lambeth & Southwark,E05000540,"2,814","7,231",39%,Sadiq Aman Khan - Labour Party,1629,381,224,228,88,29,27,19,21,2,69,5,2722,0,0,18,1,73,92,579,167,544,480,127,44,109,56,65,27,187,14,2399,322,0,1,323,16,36,22,319,26,257,315,1471,39,12,158,108,2779,0,0,20,2,13,35,1571,263,330,392,180,23,,,,21,,,2780,0,0,22,3,9,34,Florence Eshalomi,Robert Flint,Rashid Nix,Michael Adewale Bukola,Idham Ramadi,Amadu Santigie Kanumansa,,,,Kevin Leslie Parkin,,
